full_text,user_id,user_name,user_location
@AnnabellBrayley @stationmum101 @NickMcCallum7 Yep. Whatever way it went.. you just accept it &amp; move on. Blaming everyone else just shows the pure immaturity &amp; misunderstanding of the way Australia runs. Everybody has the rite to vote for whomever,7.58E+17,J&ATheodore,Princetown Australia
"Australia's election outcome was an ""incredible shock"" and PM Scott Morrison's rivals failed to craft a message that the economy isn't doing that well, says professor Jill Sheppard https://t.co/Q63hZXLs9p https://t.co/NodJWsQYsa",34713362,Bloomberg,New York and the World
"@DaisyCousens @nickbarnesaus We should be saving these tweets for every election hereafter, just as a reminder of what the left thinks of the rest of Australia especially Qld",957038900,Robbo Maroon,Sunshine Coast
#TheDrum Australia is all about entitlement. Built up by all parties over a long period of time. The pollies chase the vote every few years...nought else matters.,511391037,John Cozzi,Blue Mountains New South Wales
False election claims spark push for truth in political advertising laws https://t.co/0NFeg65AV7,1404908935,Kim Walder,Brisbane
"I just finished laughing at the exit pollsters in Australia. In Delhi 2014 I couldn't help laughing for four days. This week I hope to laugh till the end of the week. 
https://t.co/Cae9Q4WbOd",2661917425,Vishu Menon,Currently out of India.
It Was Supposed to Be Australia’s Climate Change Election. What Happened? - The Indian Express https://t.co/02fcqNPQn8,7.02E+17,Johnny G. Santo,"New York,NY"
@KTHopkins I’m a British expat living in Australia who’s entitled to vote and I’ve donated. Why is this a problem.,92884688,Spiderbloke,Australia
"Australia | An election win, but only because of his white privilege | Bill Shorten https://t.co/d1HGHSStNC",1.07E+18,The Grauniad,NOT THE GUARDIAN!
Reuters:  'Quiet Australians' are the latest to upset election forecasters' expectations https://t.co/cKpFdD7838,16492455,NewsBlogged,Worldwide
[ニュース]ロイター world! 総選挙で勝利の豪与党、景気減速への対応が必要に https://t.co/7h4veCgWqG,105160713,sougou_news,tokyo
"Australia: ""Australia’s top opinion poll and industry body for market research will review methods to uncover how pollsters came to wrongly predict a victory for the opposition. Saturday’s win by conservative government defied unfavorable opinion polls...""
https://t.co/h5lhOI4Q9F",7.70E+17,Iain Lees,"England, United Kingdom"
"The $dollar is pushing toward the two-year high it hit in April in early #trading in Europe on Monday, after election victories for business-friendly incumbents in Australia and India offset ongoing worries over trade relations between the US and China

https://t.co/YIDulyFJWl",1.03E+18,Squared Direct,Cyprus
"After the 2019 Election, We, The Australian People must get our Arses in gear.
We cannot afford another election where Climate and Australia don't matter.

Fight you Bastards....",4553963053,Chris Rawlins 🚙,"Broken Hill, New South Wales"
2019 Australia election: Morrison's coalition close to shock majority https://t.co/t1PSA5IEL5,69825236,Sean Sullivan,London
'Quiet Australians' are the latest to upset election forecasters' expectations https://t.co/k6ZmhkZYiv,14238519,Mitch's Muse,USA
"Adani’s controversial coal mine in Australia gets big boost after election surprise there

@JamesThornhill6 reports

https://t.co/SOVkCsn7tI",2574072036,Shekhar Gupta, sg@ThePrint.in
@JoanBloggs Yes. Should be Fiona Phillips up there. ABC didn’t even have the respect to cross to her on the night &amp; congratulate her for winning one of the toughest election battle in Australia &amp; Labor’s only extra seat. #Gilmore #auspol,378420614,Sandra K Eckersley🔹,Sydney AUSTRALIA
[ニュース]ロイター トップ! 総選挙で勝利の豪与党、景気減速への対応が必要に https://t.co/aNqZquV4jl,105160713,sougou_news,tokyo
when you whinge about the election outcome you're really saying that your own self interests are above the majority of Australia's - how selfish!,7.88E+17,Gusty Winds,São Paulo
"Australia: tough on jihad Scott Morrison wins big in re-election, ""shocks"" media and pollsters https://t.co/doiSm4D2pm",7.03E+17,@ATasteOfTruth,
総選挙で勝利の豪与党、景気減速への対応が必要に https://t.co/w6rGdlJ5am 2019-05-20 16:59:03,109115708,ロイター　トップニュース,
Australia's conservative coalition secures majority after shock election victory https://t.co/wgru2RyLIp,200838452,Jonathan Knight,
BBC News - 2019 Australia election: Morrison's coalition seeking shock majority https://t.co/c9rdINS0N2,1.13E+18,Norio Shimura,
"He must be Australia's Kejriwal of LokSabha 2019. Difference is that Kejriwal spends govt money on ads or candidates' own money into election.
https://t.co/TJmeWYC54h",8.97E+17,Pseudoidealist,
総選挙で勝利の豪与党、景気減速への対応が必要に オーストラリア総選挙で予想外の勝利を収めたモリソン首相率いる与党・保守連合は、今後、景気減速への対応を迫られると  https://t.co/wylXXsrc6R,839296430,バイナリーオプション入門,
A surprise election result is ratcheting up pressure to develop one of Australia’s biggest untapped reserves of coal https://t.co/sCD20vVClK,9.06E+17,Bloomberg New Economy Forum,
'Quiet Australians' are the latest to upset election forecasters' expectations [RTR https://t.co/1BivE5E4lP],30593431,iNews24,Worldwide
'Quiet Australians' are the latest to upset election forecasters' expectations https://t.co/6TDA8Ge6gh #topNews https://t.co/GA5oXyiqcm https://t.co/QQqDak8u09,241110794,Manfred Rosenberg,Canada
‘Quiet Australians’ are the latest to upset election forecasters’ expectations https://t.co/mgMSdvdpBm... https://t.co/PPGyVImMhQ,241110794,Manfred Rosenberg,Canada
"Australia re-elects pro-coal government in surprise win: https://t.co/MlBJrFGn0o
#climate #CO2 #australiavotes",563572417,Montel News,
BBC News - 2019 Australia election: Morrison's coalition close to shock majority https://t.co/Hljb5FT64U,359788259,@Gabenewsinfo,Whatever...
BBC News - 2019 Australia election: Morrison's coalition seeking shock majority https://t.co/ua2BkUaEmp,7.72E+17,Emily Andrew,
"@PhillipAdams_1 With the climate of the right and far right at the moment?  She would not gain any traction, I fear people would not vote for the 'Asian'.  That upsets me, but it IS the reality.  Australia would not embrace at the moment.   Her best stren",191815276,💧 Salem,"Queensland, Australia. Female."
'Quiet Australians' are the latest to upset election forecasters' expectations: The group… https://t.co/FELAg2KcRS,7.10E+17,Timeline,"Dordrecht, Nederland"
"Adani’s controversial coal mine in Australia gets big boost after election surprise there

@JamesThornhill6 reports

https://t.co/uP4I4Zoryb",2930935453,ThePrint,"New Delhi, India"
"@PaulORourke7 @billshortenmp At a time of great divide in Australia, Paul, respectfully I don't see how such comments help bring unity to our nation. Christians, with good intent, vote for all parties, but your comments suggest there is one appropriate re",518397959,Scott Pilgrim,Vermont South 
"#AUSTRALIA #STARTUP #Auspoll: Australian startup community has welcomed the return of the Morrison government following its surprise election win, despite the fact that the sector barely rated..
“There is however a level of stability that..https://t.co/u7CKdr3Ujc https://t.co/AwaxHrEaMs",3151822850,STARTinfoUP,
'Quiet Australians' are the latest to upset election forecasters' expectations (Reuters) https://t.co/fnaebWPttO,114637227,Choonsik Yoo (유춘식),"Seoul, Korea"
Australia election result stokes mistrust in opinion polls #jakpost https://t.co/VU725f4B4a,68577507,The Jakarta Post,Jakarta
"Australian writer, (I read) said the following about Saturday's election:

""In an act of collective madness Australia has given its malevolent, ignorant and corrupt version of the Trump administration a third term .""

Yep.",8.23E+17,craig middleton,"Melbourne, Victoria"
Right-wing Australian politician who blamed Muslims for Christchurch mosque attack loses seat https://t.co/AfcVhTwVOx,1191662840,Munira Amin,
#Australia election 2019: How did Scott Morrison defy the poll prediction... https://t.co/Ui30386NI8 via @YouTube,95598008,Arny,Sydney
@PhillipAdams_1 Do you really think the Qld rednecks would vote for an Female Asian lesbian as PM? She's a great attack dog and a solid politician but this recent election shows us that the Florida of Australia is always going to hamper progress,9447602,senectus,"ÜT: -31.914301,115.89685"
総選挙で勝利の豪与党、景気減速への対応が必要に https://t.co/hFjrvv9ZDj,119603478,ロイター.co.jp,"Tokyo, Japan"
"@LesStonehouse @abcnews OMG.  Hell hath no fury greater than leftists who lose an election in a surprise upset.  Not to worry, satan is the ruler of this world, and he will make sure that your immorality will be restored.  Just look at Austria.  This will",295339102,DaBu,
BBC News - 2019 Australia election: Morrison's coalition seeking shock majority https://t.co/FdhjNi4V7X,9.20E+17,DavidKim,
Australia's money markets have cheered Coalition's victory in what has been an extraordinary day of trade. The ASX put on more than $30B as investors flocked back to the banks and private health funds in the wake of the election outcome. https://t.co/FtRMGaxqF9 @GemmaActon #7NEWS https://t.co/faZGKonoFJ,156464691,7NEWS Sydney,Sydney
"Shashi Tharoor Claims ‘Exit Polls Are Wrong’, Cites Australia Election Results to Make the Point https://t.co/bHI8pXJziq https://t.co/2KnjsXiv7I",1.12E+18,NewzRelease,"New Delhi, India"
Election results show Coalition with 77 seats as Liberals claim Wentworth https://t.co/s6DO8eQrag,2818810598,MSN Australia,Australia
@Deadman_Inc2019 @stevethompson49 @noplaceforsheep I bet you he wont...I knew Bill would never be a PM I said it in 2013..and I bet you Albo will never be..say what you like spit it at me ..Im big enough to take it but Labor has to think this out very car,1480629769,Don't Look Ethel..,Tasmania
"'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment? https://t.co/FoCh0KcmhH",2247321883,Brenda,
'Quiet Australians' are the latest to upset election forecasters' expectations: The group responsible for Australia's top opinion poll and an industry body for market research will review their methods to… https://t.co/8bCMyCqF91 #ImpeachTrump #ImpeachKavanaugh #TheResistance https://t.co/IeokLUh7h2,48470839,Patrick,"ÜT: 48.195723,-122.119899"
'Quiet Australians' are the latest to upset election forecasters' expectations https://t.co/Jague3Ojed https://t.co/dticwARzjI,27125405,Ted Bolt,"Santa Clara, California"
Via @Reuters: 'Quiet Australians' are the latest to upset election forecasters' expectations https://t.co/VPy3Dpjy3e https://t.co/wZgnk17s16,17643749,bɹǝʇ ɟnɔʞ!ʇoן,Fact Based World
'Quiet Australians' are the latest to upset election forecasters' expectations https://t.co/9hJ5EtMlbF https://t.co/KQfDTH7jUM,13604612,Janet Shan,Atlanta
'Quiet Australians' are the latest to upset election forecasters' expectations https://t.co/nYLkBiMYKx https://t.co/qQ5ZfC2jSr,26599086,Vilhelm C. Newsinoff,"Santa Clara, CA"
'Quiet Australians' are the latest to upset election forecasters' expectations https://t.co/Bmdi5rASVq | @Reuters Top News https://t.co/DyNdUUI2u5,289148078,Be Informed. When It Happens.,#DV #CSA  #Daniel_Morgan
"#Labor said Australia couldn't afford it. Before election #Libs were apparently considering scrapping it but #Labor beat them to it. Will they do it now? If they do, will MSM call it #RetireeTax?
#FrankingCredits https://t.co/T53Ya1uhqP",1669082978,MicheleS,
False election claims spark push for truth in political advertising laws https://t.co/J0TFzUXwDR,51378153,💧DUKE Clyde (Of HANSARD OF THE KEYBOARD) CFW 9💧,"Perth, Western Australia"
'Quiet Australians' are the latest to upset election forecasters' expectations https://t.co/fKvE2ByaUU,1.13E+18,Great Dreams Channel,"4172 Maloy Court Topeka, KS 66608 785-379-1874"
"Scott Morrison: How Australia's PM built a 'miracle' election win
By Hywel Griffith and Jay Savage
BBC News, Sydney
https://t.co/nwYNcYCsaw",291392628,Ismar Oliveira,"Sydney, Australia"
"Interesting analysis of the recent 'shock' election result in Australia

Note: voting in Australia is compulsory so there is always ~100% turnout

https://t.co/VyuWn2k5uG https://t.co/nZSVzBgyQH",220626394,Owain Powell-Jones,"London, England"
"@BreneBrown Australia's grappling with a divisive election result. Lots of hate for 'those people' from the other side who didn't vote to get action on 'the biggest issues'. Any advice for your fans trying to build empathetic, caring communities in the co",176330828,Hannah Mattner,
